日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2017-11-09,'300529,健帆生物,34.72,34.95,34.15,34.4,34.49,0.23,0.6669,1.1319,1196848,41413720.94,14464490880.0,3671197320.0
2017-11-08,'300529,健帆生物,34.49,35.1,33.76,33.97,33.89,0.6,1.7704,1.9579,2070177,71458175.87,14368671960.0,3646877752.5
2017-11-07,'300529,健帆生物,33.89,34.41,33.63,34.25,34.44,-0.55,-1.597,1.3641,1442367,48893090.37,14118709560.0,3583435402.5
2017-11-06,'300529,健帆生物,34.44,34.53,33.16,34.13,34.05,0.39,1.1454,2.1191,2240647,75683104.11,14347841760.0,3641590890.0
2017-11-03,'300529,健帆生物,34.05,34.25,33.56,33.98,33.99,0.06,0.1765,1.7768,1878704,63689931.48,14185366200.0,3600353362.5
2017-11-02,'300529,健帆生物,33.99,34.09,32.52,33.2,33.33,0.66,1.9802,2.0494,2166930,72458365.8,14160369960.0,3594009127.5
2017-11-01,'300529,健帆生物,33.33,33.74,33.27,33.5,33.43,-0.1,-0.2991,1.2498,1321533,44199116.73,13885411320.0,3524222542.5
2017-10-31,'300529,健帆生物,33.43,34.1,33.0,33.92,33.9,-0.47,-1.3864,2.226,2353706,78677559.56,13927071720.0,3534796267.5
2017-10-30,'300529,健帆生物,33.9,35.46,33.66,35.46,35.68,-1.78,-4.9888,2.3287,2462345,84359600.55,14122875600.0,3584492775.0
2017-10-27,'300529,健帆生物,35.68,35.85,35.02,35.1,35.25,0.43,1.2199,1.5397,1628070,57703553.4,14864430720.0,3772705080.0
2017-10-26,'300529,健帆生物,35.25,36.24,35.14,36.24,36.1,-0.85,-2.3546,2.3429,2477289,88564564.85,14685291000.0,3727238062.5
2017-10-25,'300529,健帆生物,36.1,36.4,35.47,35.83,35.92,0.18,0.5011,1.9914,2105702,75431841.65,15039404400.0,3817114725.0
2017-10-24,'300529,健帆生物,35.92,37.25,35.63,36.29,36.3,-0.38,-1.0468,3.9243,4149404,151542271.02,14964415680.0,3798082020.0
2017-10-23,'300529,健帆生物,36.3,36.45,34.6,34.65,34.65,1.65,4.7619,3.5372,3740123,134503948.64,15122725200.0,3838262175.0
2017-10-20,'300529,健帆生物,34.65,35.36,34.07,35.0,35.38,-0.73,-2.0633,2.8755,3040501,104827442.98,14435328600.0,3663795712.5
2017-10-19,'300529,健帆生物,35.38,36.3,35.33,36.06,36.05,-0.67,-1.8585,2.9272,3095191,111231564.22,14739449520.0,3740983905.0
2017-10-18,'300529,健帆生物,36.05,36.41,35.16,35.16,35.43,0.62,1.7499,4.0137,4244008,153278722.46,15018574200.0,3811827862.5
2017-10-17,'300529,健帆生物,35.43,36.49,34.85,35.61,35.5,-0.07,-0.1972,3.4538,3651939,130564322.78,14760279720.0,3746270767.5
2017-10-16,'300529,健帆生物,35.5,36.5,34.66,34.87,35.33,0.17,0.4812,4.9228,5205238,185954277.92,14789442000.0,3753672375.0
2017-10-13,'300529,健帆生物,35.33,35.9,33.0,33.0,32.96,2.37,7.1905,5.6099,5931729,206715747.9,14718619320.0,3735697042.5
2017-10-12,'300529,健帆生物,32.96,34.28,32.3,33.88,33.8,-0.84,-2.4852,1.9914,2105669,69793897.6,13731267840.0,3485099760.0
2017-10-11,'300529,健帆生物,33.8,35.35,33.63,33.75,33.5,0.3,0.8955,3.7963,4014143,138410296.0,14081215200.0,3573919050.0
2017-10-10,'300529,健帆生物,33.5,33.55,31.51,31.51,31.79,1.71,5.3791,2.3572,2492416,81859953.95,13956234000.0,3542197875.0
2017-10-09,'300529,健帆生物,31.79,32.32,31.08,32.02,32.89,-1.1,-3.3445,2.1069,2227806,70514276.65,13243841160.0,3361387177.5
2017-09-29,'300529,健帆生物,32.89,33.38,32.62,33.28,33.01,-0.12,-0.3635,0.9101,962338,31719922.44,13702105560.0,3477698152.5
2017-09-28,'300529,健帆生物,33.01,33.79,33.0,33.27,33.33,-0.32,-0.9601,0.8298,877400,29297549.0,13752098040.0,3490386622.5
2017-09-27,'300529,健帆生物,33.33,33.5,32.78,32.78,32.94,0.39,1.184,1.1852,1253178,41641577.9,13885411320.0,3524222542.5
2017-09-26,'300529,健帆生物,32.94,33.97,32.4,33.75,33.8,-0.86,-2.5444,1.814,1918108,63478853.72,13722935760.0,3482985015.0
2017-09-25,'300529,健帆生物,33.8,35.06,33.78,35.01,34.81,-1.01,-2.9015,1.5956,1687170,57704481.4,14081215200.0,3573919050.0
2017-09-22,'300529,健帆生物,34.81,35.42,34.41,34.64,34.99,-0.18,-0.5144,2.5153,2659626,92980974.36,14501985240.0,3680713672.5
2017-09-21,'300529,健帆生物,34.99,35.49,33.58,33.58,33.58,1.41,4.1989,4.0516,4284055,149491351.62,14576973960.0,3699746377.5
2017-09-20,'300529,健帆生物,33.58,33.77,33.19,33.59,33.55,0.03,0.0894,1.2664,1339101,44864264.0,13989562320.0,3550656855.0
2017-09-19,'300529,健帆生物,33.55,33.58,32.62,32.82,32.79,0.76,2.3178,1.6151,1707754,56755226.3,13977064200.0,3547484737.5
2017-09-18,'300529,健帆生物,32.79,32.85,32.39,32.4,32.48,0.31,0.9544,0.887,937894,30564075.13,13660445160.0,3467124427.5
2017-09-15,'300529,健帆生物,32.48,33.7,32.45,33.58,33.6,-1.12,-3.3333,1.3842,1463581,48447600.24,13531297920.0,3434345880.0
2017-09-14,'300529,健帆生物,33.6,33.78,33.18,33.35,33.3,0.3,0.9009,1.4575,1541135,51503587.39,13997894400.0,3552771600.0
2017-09-13,'300529,健帆生物,33.3,33.47,32.73,33.45,33.43,-0.13,-0.3889,1.3555,1433220,47429117.0,13872913200.0,3521050425.0
2017-09-12,'300529,健帆生物,33.43,33.86,33.3,33.77,33.78,-0.35,-1.0361,1.876,1983626,66460460.42,13927071720.0,3534796267.5
2017-09-11,'300529,健帆生物,33.78,34.19,33.31,33.6,33.78,0.0,0.0,1.8547,1961111,66042763.17,14072883120.0,3571804305.0
2017-09-08,'300529,健帆生物,33.78,34.75,32.73,32.73,32.76,1.02,3.1136,3.8084,4026863,136134710.96,14072883120.0,3571804305.0
2017-09-07,'300529,健帆生物,32.76,33.82,32.5,33.06,32.89,-0.13,-0.3953,2.1742,2298935,76091506.22,13647947040.0,3463952310.0
2017-09-06,'300529,健帆生物,32.89,34.2,32.68,33.41,33.7,-0.81,-2.4036,2.4891,2631936,87871298.5,13702105560.0,3477698152.5
2017-09-05,'300529,健帆生物,33.7,34.13,33.46,33.87,33.87,-0.17,-0.5019,1.8805,1988395,66930971.67,14039554800.0,3563345325.0
2017-09-04,'300529,健帆生物,33.87,34.98,32.37,32.4,32.45,1.42,4.376,3.8396,4059861,137951041.08,14110377480.0,3581320657.5
2017-09-01,'300529,健帆生物,32.45,32.87,32.24,32.87,32.87,-0.42,-1.2778,2.1001,2220584,72162680.98,13518799800.0,3431173762.5
2017-08-31,'300529,健帆生物,32.87,33.48,32.1,32.5,32.96,-0.09,-0.2731,3.9201,4144997,135497762.48,13693773480.0,3475583407.5
2017-08-30,'300529,健帆生物,32.96,33.08,29.8,29.95,30.07,2.89,9.6109,6.5347,6909648,222275403.27,13731267840.0,3485099760.0
2017-08-29,'300529,健帆生物,30.07,30.11,29.19,29.3,29.48,0.59,2.0014,4.06,4292971,127599932.31,12527282280.0,3179519107.5
2017-08-28,'300529,健帆生物,29.48,29.49,28.14,28.14,28.12,1.36,4.8364,2.4135,2551954,73858295.29,12281485920.0,3117134130.0
2017-08-25,'300529,健帆生物,28.12,28.12,27.71,27.88,27.71,0.41,1.4796,1.0198,1078331,30159776.09,11714904480.0,2973331470.0
2017-08-24,'300529,健帆生物,27.71,28.09,27.7,28.05,28.05,-0.34,-1.2121,0.7005,740702,20595532.24,11544096840.0,2929979197.5
2017-08-23,'300529,健帆生物,28.05,28.26,27.99,28.26,28.26,-0.21,-0.7431,0.6712,709737,19926674.8,11685742200.0,2965929862.5
2017-08-22,'300529,健帆生物,28.26,28.44,28.1,28.38,28.38,-0.12,-0.4228,0.8265,873900,24689391.0,11773229040.0,2988134685.0
2017-08-21,'300529,健帆生物,28.38,28.47,28.05,28.05,28.0,0.38,1.3571,1.0119,1069947,30275299.26,11823221520.0,3000823155.0
2017-08-18,'300529,健帆生物,28.0,28.44,28.0,28.44,28.47,-0.47,-1.6509,0.6836,722795,20367746.48,11664912000.0,2960643000.0
2017-08-17,'300529,健帆生物,28.47,28.49,28.2,28.4,28.45,0.02,0.0703,0.8193,866289,24552956.01,11860715880.0,3010339507.5
2017-08-16,'300529,健帆生物,28.45,28.68,27.72,27.9,27.9,0.55,1.9713,1.1653,1232184,34878385.38,11852383800.0,3008224762.5
2017-08-15,'300529,健帆生物,27.9,28.29,27.89,28.15,28.08,-0.18,-0.641,0.6961,736037,20638154.83,11623251600.0,2950069275.0
2017-08-14,'300529,健帆生物,28.08,28.1,27.26,27.27,27.27,0.81,2.9703,0.8292,876802,24427640.35,11698240320.0,2969101980.0
2017-08-11,'300529,健帆生物,27.27,27.67,27.2,27.24,27.27,0.0,0.0,0.5737,606621,16634811.67,11360791080.0,2883454807.5
2017-08-10,'300529,健帆生物,27.27,27.99,27.2,27.7,27.78,-0.51,-1.8359,0.561,593201,16341126.36,11360791080.0,2883454807.5
2017-08-09,'300529,健帆生物,27.78,28.15,27.7,27.88,27.89,-0.11,-0.3944,0.7215,762933,21295125.85,11573259120.0,2937380805.0
2017-08-08,'300529,健帆生物,27.89,27.96,27.26,27.45,27.49,0.4,1.4551,1.2039,1272984,35234062.12,11619085560.0,2949011902.5
2017-08-07,'300529,健帆生物,27.49,27.79,27.11,27.2,26.79,0.7,2.6129,0.9562,1011070,27768785.89,11452443960.0,2906717002.5
2017-08-04,'300529,健帆生物,26.79,27.08,26.55,27.08,26.86,-0.07,-0.2606,0.5848,618300,16584345.0,11160821160.0,2832700927.5
2017-08-03,'300529,健帆生物,26.86,27.32,26.27,26.39,26.43,0.43,1.6269,0.9161,968701,25907124.25,11189983440.0,2840102535.0
2017-08-02,'300529,健帆生物,26.43,27.11,26.0,27.01,27.01,-0.58,-2.1474,1.0908,1153356,30465388.49,11010843720.0,2794635517.5
2017-08-01,'300529,健帆生物,27.01,27.19,26.69,27.0,27.06,-0.05,-0.1848,1.7995,755784,20370543.04,11252474040.0,1134420000.0
2017-07-31,'300529,健帆生物,27.06,27.36,27.05,27.09,27.29,-0.23,-0.8428,1.6633,698601,18982677.13,11273304240.0,1136520000.0
2017-07-28,'300529,健帆生物,27.29,27.98,27.28,27.5,27.89,-0.6,-2.1513,1.9824,832588,22964384.69,11369123160.0,1146180000.0
2017-07-27,'300529,健帆生物,27.89,28.1,26.6,26.8,26.83,1.06,3.9508,2.9474,1237903,34248555.37,11619085560.0,1171380000.0
2017-07-26,'300529,健帆生物,26.83,27.14,26.72,26.92,27.05,-0.22,-0.8133,0.7536,316500,8509716.78,11177485320.0,1126860000.0
2017-07-25,'300529,健帆生物,27.05,27.16,26.71,26.9,26.95,0.1,0.3711,1.0802,453680,12239175.2,11269138200.0,1136100000.0
2017-07-24,'300529,健帆生物,26.95,27.15,26.41,26.55,26.6,0.35,1.3158,1.368,574580,15392363.05,11227477800.0,1131900000.0
2017-07-21,'300529,健帆生物,26.6,27.18,26.58,26.8,27.03,-0.43,-1.5908,1.7761,745974,19975057.75,11081666400.0,1117200000.0
2017-07-20,'300529,健帆生物,27.03,27.98,27.0,27.05,27.26,-0.23,-0.8437,1.9197,806289,22230696.05,11260806120.0,1135260000.0
2017-07-19,'300529,健帆生物,27.26,27.39,26.82,27.22,27.04,0.22,0.8136,1.191,500239,13535796.61,11356625040.0,1144920000.0
2017-07-18,'300529,健帆生物,27.04,27.28,26.4,26.41,26.58,0.46,1.7306,1.6783,704895,18911348.63,11264972160.0,1135680000.0
2017-07-17,'300529,健帆生物,26.58,28.98,26.55,28.98,29.01,-2.43,-8.3764,3.1811,1336081,36537847.71,11073334320.0,1116360000.0
2017-07-14,'300529,健帆生物,29.01,29.55,28.9,29.21,29.15,-0.14,-0.4803,1.1432,480155,14007476.75,12085682040.0,1218420000.0
2017-07-13,'300529,健帆生物,29.15,29.58,29.03,29.43,29.41,-0.26,-0.8841,1.0304,432750,12624965.0,12144006600.0,1224300000.0
2017-07-12,'300529,健帆生物,29.41,29.5,28.6,29.35,29.3,0.11,0.3754,1.7019,714816,20776927.0,12252323640.0,1235220000.0
2017-07-11,'300529,健帆生物,29.3,30.18,29.29,30.18,30.02,-0.72,-2.3984,1.8194,764148,22673507.61,12206497200.0,1230600000.0
2017-07-10,'300529,健帆生物,30.02,30.83,29.96,30.8,30.99,-0.97,-3.13,2.2605,949400,28772961.0,12506452080.0,1260840000.0
2017-07-07,'300529,健帆生物,30.99,31.13,30.36,30.5,30.49,0.5,1.6399,2.4718,1038153,32056541.02,12910557960.0,1301580000.0
2017-07-06,'300529,健帆生物,30.49,30.95,30.32,30.8,30.69,-0.2,-0.6517,1.7939,753452,23077424.24,12702255960.0,1280580000.0
2017-07-05,'300529,健帆生物,30.69,30.8,30.27,30.27,30.33,0.36,1.1869,1.6376,687797,21041452.78,12785576760.0,1288980000.0
2017-07-04,'300529,健帆生物,30.33,30.55,30.11,30.33,30.54,-0.21,-0.6876,1.5328,643768,19527807.86,12635599320.0,1273860000.0
2017-07-03,'300529,健帆生物,30.54,30.82,29.57,29.7,29.56,0.98,3.3153,2.8141,1181912,35776693.52,12723086160.0,1282680000.0
2017-06-30,'300529,健帆生物,29.56,29.65,29.12,29.5,29.49,0.07,0.2374,1.1638,488800,14355935.0,12314814240.0,1241520000.0
2017-06-29,'300529,健帆生物,29.49,29.84,29.35,29.42,29.42,0.07,0.2379,1.1252,472586,13965658.56,12285651960.0,1238580000.0
2017-06-28,'300529,健帆生物,29.42,29.99,29.31,29.99,29.91,-0.49,-1.6382,1.3026,547096,16148900.21,12256489680.0,1235640000.0
2017-06-27,'300529,健帆生物,29.91,30.29,29.8,29.98,29.92,-0.01,-0.0334,1.2316,517277,15542291.56,12460625640.0,1256220000.0
2017-06-26,'300529,健帆生物,29.92,29.96,29.35,29.67,29.67,0.25,0.8426,1.4568,611841,18217936.85,12464791680.0,1256640000.0
2017-06-23,'300529,健帆生物,29.67,29.73,29.11,29.2,29.5,0.17,0.5763,1.5812,664112,19541023.79,12360640680.0,1246140000.0
2017-06-22,'300529,健帆生物,29.5,30.5,29.4,30.4,30.39,-0.89,-2.9286,2.157,905931,27150559.81,12289818000.0,1239000000.0
2017-06-21,'300529,健帆生物,30.39,31.34,30.05,31.19,31.1,-0.71,-2.283,2.4905,1046016,31848691.22,12660595560.0,1276380000.0
2017-06-20,'300529,健帆生物,31.1,31.46,31.02,31.35,31.15,-0.05,-0.1605,1.8919,794615,24803316.81,12956384400.0,1306200000.0
2017-06-19,'300529,健帆生物,31.15,31.66,30.83,31.66,31.22,-0.07,-0.2242,1.1871,498600,15552611.0,12977214600.0,1308300000.0
2017-06-16,'300529,健帆生物,31.22,31.68,31.01,31.3,31.42,-0.2,-0.6365,1.5144,636064,19857428.83,13006376880.0,1311240000.0
2017-06-15,'300529,健帆生物,31.42,31.89,30.34,30.34,30.49,0.93,3.0502,3.3219,1395218,43734206.58,13089697680.0,1319640000.0
2017-06-14,'300529,健帆生物,30.49,30.9,30.3,30.51,30.51,-0.02,-0.0656,1.4622,614108,18791532.34,12702255960.0,1280580000.0
2017-06-13,'300529,健帆生物,30.51,30.59,29.5,29.75,29.5,1.01,3.4237,1.8758,787825,23853822.67,12710588040.0,1281420000.0
2017-06-12,'300529,健帆生物,29.7,30.49,29.6,30.49,30.81,-1.11,-3.6027,2.1567,905793,27149345.54,12373138800.0,1247400000.0
2017-06-09,'300529,健帆生物,30.81,31.02,30.17,30.8,30.9,-0.09,-0.2913,2.0553,863238,26391984.23,12835569240.0,1294020000.0
2017-06-08,'300529,健帆生物,30.9,31.74,30.88,31.74,31.5,-0.6,-1.9048,2.7232,1143758,35610491.88,12873063600.0,1297800000.0
2017-06-07,'300529,健帆生物,31.5,31.69,30.63,30.9,30.82,0.68,2.2064,3.0149,1266252,39638861.04,13123026000.0,1323000000.0
2017-06-06,'300529,健帆生物,30.82,31.01,30.53,31.01,31.01,-0.19,-0.6127,1.8369,771508,23714649.38,12839735280.0,1294440000.0
2017-06-05,'300529,健帆生物,31.01,31.31,29.73,29.75,29.5,1.51,5.1186,4.8744,2047250,62780513.34,12918890040.0,1302420000.0
2017-06-02,'300529,健帆生物,29.5,29.88,27.99,28.11,28.11,1.39,4.9449,3.4017,1428732,41433358.82,12289818000.0,1239000000.0
2017-06-01,'300529,健帆生物,28.11,29.43,28.11,29.09,29.1,-0.99,-3.4021,1.7924,752798,21784628.1,11710738440.0,1180620000.0
2017-05-31,'300529,健帆生物,29.1,30.43,29.1,30.02,29.17,-0.07,-0.24,2.0308,852955,25407780.02,12123176400.0,1222200000.0
2017-05-26,'300529,健帆生物,29.17,29.55,28.92,29.17,29.23,-0.06,-0.2053,1.2704,533563,15612067.83,12152338680.0,1225140000.0
2017-05-25,'300529,健帆生物,29.23,29.45,28.29,29.3,29.22,0.01,0.0342,1.7815,748247,21651472.26,12177334920.0,1227660000.0
2017-05-24,'300529,健帆生物,29.22,29.35,28.1,29.01,28.94,0.28,0.9675,1.7387,730243,21144002.25,12173168880.0,1227240000.0
2017-05-23,'300529,健帆生物,28.94,31.33,28.81,31.1,31.1,-2.16,-6.9453,2.7453,1153028,34649832.26,12056519760.0,1215480000.0
2017-05-22,'300529,健帆生物,31.1,33.16,31.0,33.03,32.98,-1.88,-5.7004,3.1073,1305046,41694090.95,12956384400.0,1306200000.0
2017-05-19,'300529,健帆生物,32.98,33.39,32.92,33.09,33.07,-0.09,-0.2721,1.3035,547485,18117626.29,13739599920.0,1385160000.0
2017-05-18,'300529,健帆生物,33.07,33.59,32.72,33.0,33.2,-0.13,-0.3916,1.674,703067,23405798.68,13777094280.0,1388940000.0
2017-05-17,'300529,健帆生物,33.2,33.78,33.01,33.01,33.18,0.02,0.0603,2.2165,930909,31072003.07,13831252800.0,1394400000.0
2017-05-16,'300529,健帆生物,33.18,33.28,31.82,31.89,32.06,1.12,3.4934,2.3654,993463,32382220.18,13822920720.0,1393560000.0
2017-05-15,'300529,健帆生物,32.06,32.59,32.01,32.22,32.21,-0.15,-0.4657,0.9643,405000,13025905.0,13356324240.0,1346520000.0
2017-05-12,'300529,健帆生物,32.21,32.92,32.0,32.81,32.81,-0.6,-1.8287,1.6014,672600,21765734.0,13418814840.0,1352820000.0
2017-05-11,'300529,健帆生物,32.81,33.37,31.88,33.01,33.17,-0.36,-1.0853,2.5887,1087243,35471935.94,13668777240.0,1378020000.0
2017-05-10,'300529,健帆生物,33.17,34.59,33.02,34.19,34.2,-1.03,-3.0117,2.2811,958051,32595728.6,13818754680.0,1393140000.0
2017-05-09,'300529,健帆生物,34.2,34.28,33.65,33.75,33.79,0.41,1.2134,1.9707,827701,28153571.3,14247856800.0,1436400000.0
2017-05-08,'300529,健帆生物,33.79,34.5,33.79,34.33,34.6,-0.81,-2.341,1.7786,747006,25517233.29,14077049160.0,1419180000.0
2017-05-05,'300529,健帆生物,34.6,35.15,34.1,34.4,33.93,0.67,1.9747,3.5228,1479572,51298627.96,14414498400.0,1453200000.0
2017-05-04,'300529,健帆生物,33.93,34.46,33.38,34.16,34.46,-0.53,-1.538,1.509,633786,21615890.38,14135373720.0,1425060000.0
2017-05-03,'300529,健帆生物,34.46,34.48,33.94,34.38,34.02,0.44,1.2934,1.6038,673606,23078119.94,14356173840.0,1447320000.0
2017-05-02,'300529,健帆生物,34.02,34.66,33.88,34.65,34.59,-0.57,-1.6479,1.9109,802575,27472244.74,14172868080.0,1428840000.0
2017-04-28,'300529,健帆生物,34.59,34.72,34.11,34.11,34.45,0.14,0.4064,1.6481,692207,23882862.78,14410332360.0,1452780000.0
2017-04-27,'300529,健帆生物,34.45,34.51,32.68,33.85,33.71,0.74,2.1952,3.3133,1391573,46901519.77,14352007800.0,1446900000.0
2017-04-26,'300529,健帆生物,33.71,34.33,33.51,33.52,33.82,-0.11,-0.3253,1.7271,725369,24540765.67,14043720840.0,1415820000.0
2017-04-25,'300529,健帆生物,33.82,34.4,33.6,33.69,33.5,0.32,0.9552,1.3242,556153,18900190.73,14089547280.0,1420440000.0
2017-04-24,'300529,健帆生物,33.5,34.7,33.35,34.7,34.71,-1.21,-3.486,1.8445,774689,26143116.33,13956234000.0,1407000000.0
2017-04-21,'300529,健帆生物,34.71,35.27,34.66,35.02,34.88,-0.17,-0.4874,1.0631,446507,15618469.83,14460324840.0,1457820000.0
2017-04-20,'300529,健帆生物,34.88,35.5,34.71,35.1,35.42,-0.54,-1.5246,1.6817,706328,24743680.86,14531147520.0,1464960000.0
2017-04-19,'300529,健帆生物,35.42,35.49,34.03,34.59,34.64,0.78,2.2517,3.0075,1263161,43797436.37,14756113680.0,1487640000.0
2017-04-18,'300529,健帆生物,34.64,35.55,34.64,35.09,35.11,-0.47,-1.3386,1.8866,792390,27789758.85,14431162560.0,1454880000.0
2017-04-17,'300529,健帆生物,35.11,35.93,34.88,35.93,36.54,-1.43,-3.9135,2.7532,1156334,40706371.47,14626966440.0,1474620000.0
2017-04-14,'300529,健帆生物,36.54,37.18,36.54,36.88,36.94,-0.4,-1.0828,1.6911,710275,26157378.6,15222710160.0,1534680000.0
2017-04-13,'300529,健帆生物,36.94,37.5,36.9,36.94,36.93,0.01,0.0271,2.2181,931586,34640287.82,15389351760.0,1551480000.0
2017-04-12,'300529,健帆生物,36.93,37.93,36.82,37.78,37.76,-0.83,-2.1981,2.2329,937801,34893325.59,15385185720.0,1551060000.0
2017-04-11,'300529,健帆生物,37.76,37.81,36.7,37.52,37.32,0.44,1.179,3.0502,1281064,47655209.86,15730967040.0,1585920000.0
2017-04-10,'300529,健帆生物,37.32,38.98,37.02,38.36,38.17,-0.85,-2.2269,3.2998,1385933,52783383.16,15547661280.0,1567440000.0
2017-04-07,'300529,健帆生物,38.17,38.77,38.09,38.6,38.56,-0.39,-1.0114,1.5662,657802,25230129.48,15901774680.0,1603140000.0
2017-04-06,'300529,健帆生物,38.56,38.87,38.41,38.74,38.57,-0.01,-0.0259,1.9516,819658,31679918.3,16064250240.0,1619520000.0
2017-04-05,'300529,健帆生物,38.57,38.64,37.71,38.31,37.65,0.92,2.4436,2.3337,980153,37489542.34,16068416280.0,1619940000.0
2017-03-31,'300529,健帆生物,37.65,38.38,36.63,37.96,37.65,0.0,0.0,3.0493,1280699,48229537.31,15685140600.0,1581300000.0
2017-03-30,'300529,健帆生物,37.65,40.01,37.6,39.6,39.89,-2.24,-5.6154,5.0443,2118593,81581180.23,15685140600.0,1581300000.0
2017-03-29,'300529,健帆生物,39.89,41.81,39.8,41.4,41.57,-1.68,-4.0414,5.3287,2238062,90666910.62,16618333560.0,1675380000.0
2017-03-28,'300529,健帆生物,41.57,42.81,41.57,42.27,42.48,-0.91,-2.1422,3.9053,1640214,69075071.09,17318228280.0,1745940000.0
2017-03-27,'300529,健帆生物,42.48,43.18,42.27,43.18,43.19,-0.71,-1.6439,4.7586,1998606,85217184.6,17697337920.0,1784160000.0
2017-03-24,'300529,健帆生物,43.19,43.85,42.8,42.8,42.96,0.23,0.5354,7.7744,3265231,141578154.87,17993126760.0,1813980000.0
2017-03-23,'300529,健帆生物,42.96,43.41,41.68,42.1,42.26,0.7,1.6564,10.3641,4352911,185356319.26,17897307840.0,1804320000.0
2017-03-22,'300529,健帆生物,42.26,42.37,41.02,41.41,41.82,0.44,1.0521,5.4424,2285812,95401165.51,17605685040.0,1774920000.0
2017-03-21,'300529,健帆生物,41.82,41.82,40.77,41.16,41.16,0.66,1.6035,3.6236,1521919,62874877.78,17422379280.0,1756440000.0
2017-03-20,'300529,健帆生物,41.16,41.23,40.38,40.59,40.68,0.48,1.1799,3.1201,1310423,53386393.45,17147420640.0,1728720000.0
2017-03-17,'300529,健帆生物,40.68,42.95,40.66,42.35,42.32,-1.64,-3.8752,6.4069,2690910,112673710.25,16947450720.0,1708560000.0
2017-03-16,'300529,健帆生物,42.32,42.79,41.95,42.0,41.71,0.61,1.4625,4.9669,2086088,88345974.86,17435840000.0,1777440000.0
2017-03-15,'300529,健帆生物,41.71,42.15,41.6,42.0,42.09,-0.38,-0.9028,3.5681,1498591,62682093.64,17184520000.0,1751820000.0
2017-03-14,'300529,健帆生物,42.09,43.19,41.95,42.68,42.59,-0.5,-1.174,6.9006,2898238,122901999.86,17341080000.0,1767780000.0
2017-03-13,'300529,健帆生物,42.59,42.59,40.06,40.95,41.01,1.58,3.8527,8.3509,3507371,145608661.82,17547080000.0,1788780000.0
2017-03-10,'300529,健帆生物,41.01,41.2,40.01,40.85,40.6,0.41,1.0099,6.116,2568728,104815385.51,16896120000.0,1722420000.0
2017-03-09,'300529,健帆生物,40.6,40.7,40.0,40.28,40.46,0.14,0.346,4.048,1700167,68616745.02,16727200000.0,1705200000.0
2017-03-08,'300529,健帆生物,40.46,41.21,40.05,40.55,40.6,-0.14,-0.3448,5.6294,2364356,96139006.17,16669520000.0,1699320000.0
2017-03-07,'300529,健帆生物,40.6,40.64,39.5,39.95,39.95,0.65,1.627,5.7503,2415121,97045746.17,16727200000.0,1705200000.0
2017-03-06,'300529,健帆生物,39.95,40.02,39.0,39.0,38.92,1.03,2.6465,4.2536,1786491,70943809.87,16459400000.0,1677900000.0
2017-03-03,'300529,健帆生物,38.92,38.97,38.1,38.8,38.83,0.09,0.2318,2.4402,1024885,39540430.95,16035040000.0,1634640000.0
2017-03-02,'300529,健帆生物,38.83,39.5,38.8,39.31,39.3,-0.47,-1.1959,2.842,1193640,46600480.3,15997960000.0,1630860000.0
2017-03-01,'300529,健帆生物,39.3,39.98,39.24,39.58,39.74,-0.44,-1.1072,3.2789,1377136,54576544.48,16191600000.0,1650600000.0
2017-02-28,'300529,健帆生物,39.74,39.75,38.88,39.39,39.37,0.37,0.9398,3.2998,1385936,54564189.7,16372880000.0,1669080000.0
2017-02-27,'300529,健帆生物,39.37,40.27,39.16,39.71,39.72,-0.35,-0.8812,3.9646,1665139,66010301.51,16220440000.0,1653540000.0
2017-02-24,'300529,健帆生物,39.72,39.99,39.05,39.26,39.35,0.37,0.9403,5.3267,2237212,88761014.91,16364640000.0,1668240000.0
2017-02-23,'300529,健帆生物,39.35,39.5,38.1,38.37,38.22,1.13,2.9566,4.6312,1945101,75302803.39,16212200000.0,1652700000.0
2017-02-22,'300529,健帆生物,38.22,38.9,37.73,37.95,37.99,0.23,0.6054,2.8435,1194283,45768041.5,15746640000.0,1605240000.0
2017-02-21,'300529,健帆生物,37.99,37.99,37.25,37.65,37.26,0.73,1.9592,2.4731,1038710,39294394.48,15651880000.0,1595580000.0
2017-02-20,'300529,健帆生物,37.26,37.98,36.77,37.92,37.91,-0.65,-1.7146,3.0193,1268110,47185160.93,15351120000.0,1564920000.0
2017-02-17,'300529,健帆生物,37.91,39.48,37.8,38.92,38.65,-0.74,-1.9146,3.8373,1611645,62151932.38,15618920000.0,1592220000.0
2017-02-16,'300529,健帆生物,38.65,39.17,38.38,38.84,39.29,-0.64,-1.6289,3.4452,1446965,55856791.29,15923800000.0,1623300000.0
2017-02-15,'300529,健帆生物,39.29,41.3,38.5,38.69,38.71,0.58,1.4983,6.141,2579216,102133929.91,16187480000.0,1650180000.0
2017-02-14,'300529,健帆生物,38.71,38.9,38.45,38.78,38.78,-0.07,-0.1805,2.5976,1091000,42213333.02,15948520000.0,1625820000.0
2017-02-13,'300529,健帆生物,38.78,39.1,37.73,37.88,37.9,0.88,2.3219,3.6618,1537956,59437321.24,15977360000.0,1628760000.0
